,text,Subjectivity,Polarity,Analysis
15508,recorded this back april kbf covid19 covidvaccine mybodymychoice covid1984 httpstcoh9hqyrvbhk,0.0,0.0,Neutral
15509,pfizer’s announcement that their covidvaccine “90 effective” only applies the participants their… httpstcohowptjau60,0.3,0.3,Positive
15510,wjz good know covidvaccine,0.7,0.7,Positive
15511,the cure for covid chuck norris’s blood why hasn’t round house kicked too 2022… httpstcow6hbaulymt,-0.2,-0.2,Negative
15512,really interesting ideas vaccinating the young first and disabled shielding adults last may the best national… httpstcomnrrlq69j4,0.27499999999999997,0.27499999999999997,Positive
15513,information before injection did just people decide the fate the world vaccine covidvaccine covid19… httpstcof0lnrchsit,0.0,0.0,Neutral
15514,why are the mainstream media amp the one government bothered about supposed misinformation about rushed vaccine… httpstcoqbdg1couem,0.0,0.0,Neutral
15515,some things consider get ready for vaccine covidvaccine covid19 vaccine httpstcoqilm5kbzej,0.2,0.2,Positive
15516,big brother watching you mas trabajos httpstcoytm6gmmfse bigbrother soros billgates… httpstco0hojpjnrss,0.0,0.0,Neutral
15517,you will not catch gettin that vaccine first dont even update devices straight away covidvaccine,0.225,0.225,Positive
15518,covid19uk covidvaccine the impact the first covid vaccine will kick significantly over summer and life sho… httpstcobwusbegpym,0.3125,0.3125,Positive
15519,almost half londoners who might not get coronavirus vaccine either not trust government advice drug httpstcoo4dlcu5is4,-0.16666666666666666,-0.16666666666666666,Negative
15520,cant believe what hearing lbc labour want legistlate against free speech covidvaccine httpstconctjxdefkl,0.4,0.4,Positive
15521,covid19 vaccine latest news first batch russia’s sputnik reach kanpur next week for phase trials… httpstcoeluqf22oiq,0.25,0.25,Positive
15522,drneenajha bmsaspiring bmjlatest also policies bypass rather than strengthen existing nhs amp public health… httpstcomlkfmpqgtt,0.0,0.0,Neutral
15523,god expresses his displeasure jon ashworth for smirking while talks about mandatory vaccination laws the httpstcovhoa5hnsrv,0.0,0.0,Neutral
15524,the government want censor the anti vaxers they that interesting surely was good for the… httpstcocc4bzd7mff,0.5666666666666667,0.5666666666666667,Positive
15525,imagine china created the corona virus way suppress the hong kong protests back when was really rampi… httpstcoeq1t04bnuy,0.1,0.1,Positive
15526,meet biontechgroup the german startup behind the coronavirus vaccine healthtech digitalhealth vaccine… httpstcozti6ge1ndv,-0.2,-0.2,Negative
15527,freudian slip imperial colleges wendy barclay says that the new generation covidvaccine being rolled out wil… httpstcokdrrqd2y2d,0.13636363636363635,0.13636363636363635,Positive
15528,register for covidvaccine trial amu greater kashmir httpstcorycvrvmrui,0.5,0.5,Positive
15529,hospital furniture range with different model with superior quality and with best price availabe call watsapp… httpstcoai09tzyflt,0.5666666666666667,0.5666666666666667,Positive
15530,labour making itself more and more unelectable again questioning brand new vaccine that could made mandatory… httpstcob76bcbjrql,0.37878787878787873,0.37878787878787873,Positive
15531,biontech founder prof uğur şahin tells marr didn’t get direct support from operationwarpspeed president… httpstcolhuyitygxo,0.1,0.1,Positive
15532,just mere promise covidvaccine and britains scummedia straight back trying derail brexit cah… httpstco6buwbuz8qi,-0.09999999999999999,-0.09999999999999999,Negative
15533,sadly looks like we’ll need two very different vaccines one control covid19 and another more challenging one to… httpstcorxp7qdgqu1,0.125,0.125,Positive
15534,this the biggest virus must fight against bigger than covid19 covid19sa covid anc covidvaccine httpstcoda6iawn47y,0.0,0.0,Neutral
15535,are about supporting farmers sell their farm produce farmpesa farmpesa covidvaccine ikokazike… httpstcov7v3sa9enj,0.25,0.25,Positive
15536,ethealthworld with cold chain limits some vaccines not ‘ideal’ for india covidvaccine storagetemperatures… httpstcoj3wmnb1fxy,-0.525,-0.525,Negative
15537,great catch ridge covidvaccine vaccine covid catchoftheday httpstcodqksiqao6j,0.8,0.8,Positive
15538,look andrewmarr9 getting all excited about covidvaccine twosidestoeverystudy,0.375,0.375,Positive
15539,russia covidvaccine may reach kanpur next week for phase2 trial report httpstcoc3aiwaenxr httpstcof0wkspy0ef,0.0,0.0,Neutral
15540,i’ve just read that people with impaired immune systems may not able receive the covidvaccine,-0.25,-0.25,Negative
15541,ethealthworld rich nations hoard vaccines covid fight could stretch covidvaccine coronavirus… httpstcozprqfuaxn0,0.375,0.375,Positive
15542,this isn’t concentration camp china this paso texas inmates paid 2hr move dead bodies from covid… httpstco1bf0hhs6px,-0.2,-0.2,Negative
15543,brilliant matthancock didoharding dhscgovuk are you going help build trust having the covidvaccine… httpstcoimriszvpzm,0.9,0.9,Positive
15544,alex scott cmf deeper fellow working with the cmf advocacy amp public policy team explores some questions cons… httpstcoutddpv7v5n,0.0,0.0,Neutral
15545,thread covid19 covidvaccine pfizer pfizervaccine httpstcoopku3w5e09,0.0,0.0,Neutral
15546,science being suppressed for political and financial gain covid19 has unleashed state corruption grand httpstcojkv2qpgcrd,0.16666666666666666,0.16666666666666666,Positive
15547,mrd64009661 i’m and don’t have problem all with the vaccine means can all back normality… httpstcokggbuwou8k,0.0,0.0,Neutral
15548,this day got the swine flu vaccination the h1n1 pandemic started amp yet vaccine was created… httpstcosv3y0bbsvi,0.0,0.0,Neutral
15549,vaccination hesitancy about lack trust compulsion not the answer covidvaccine inequality httpstcopewokgjwlc,0.0,0.0,Neutral
15550,andybird21 freedom speech gradually being taken away bit bit coercion into having the covidvaccine continues,0.0,0.0,Neutral
15551,only significant thing here november hkt covidvaccine,0.1875,0.1875,Positive
15552,update economicindia times vaccine hopes glands listing and wpi data watch out for this week november 15… httpstcozgluu9nhal,0.0,0.0,Neutral
15553,swarbrick sunday 10am gavinbarwell daviddavismp jostevenslabour george eustice cabinet min… httpstcogo9h36bil8,0.0,0.0,Neutral
15554,covidvaccine covid19 bill gates predicts victims from corona vaccination httpstco4tlgfh9ncb,0.0,0.0,Neutral
15555,the gov want social media clamp down people putting out information that goes against the vaccinebut it’s… httpstcozieb0patcg,-0.06111111111111113,-0.06111111111111113,Negative
15556,tune hear our very own mattikohonen why should ensure the covidvaccine available the worlds po… httpstcoffzirrufqh,0.5900000000000001,0.5900000000000001,Positive
15557,wouldn’t surprised the government told have get the covidvaccine every months something httpstcomhmsy1y0b0,0.1,0.1,Positive
15558,what are the ethics the new covidvaccine who should get first will rich countries get first because th… httpstcoksyrgkcw4v,0.25284090909090906,0.25284090909090906,Positive
15559,pfizer’s covidvaccine highly effective but don’t expect get soon mit technology review… httpstcotzv8f0i9ms,0.6,0.6,Positive
15560,criminal pfizer pfe win the covidvaccine race what could possibly wrong criminal company that lies char… httpstcozbp2db0pem,-0.125,-0.125,Negative
15561,bloombergquint why should adarpoonawalla dilute the stake this great company seruminstitute these middl… httpstcopvlym7aoyf,0.8,0.8,Positive
15562,there vaccine being developed for brexidiots covidvaccine,0.1,0.1,Positive
15563,dailynews covidvaccine inventors httpstcozuklblqlon,0.0,0.0,Neutral
15564,2trump showed bully china its place amp ensured ramp local businesses amp jobs ignore biased liars trump… httpstcoplludh0qba,0.0,0.0,Neutral
15565,and dont assume that you can jump the next plane whether not youve had nicholson reckons that proof httpstcotlh2ihnahc,0.0,0.0,Neutral
15566,great news that may now have covidvaccine but must remember that for effective the vaccine must httpstcoobuwove4wa,0.7,0.7,Positive
15567,realdonaldtrump yes will win the corona virus cases reported the world weeks covidvaccine… httpstcobhxqq6ftcv,0.8,0.8,Positive
15568,johnson amp johnson government expand pact for next phase covidvaccine httpstcoqxkn4jvkth httpstcobobrukvtmr,0.0,0.0,Neutral
15569,with ccpchina track record you dare using made china vaccine medications always balance between ris… httpstco9lrgnsskzb,0.0,0.0,Neutral
15570,coronavirus news live updates elonmusk says most likely has moderate case covid19 coronavirusupdates… httpstcoi96vw8rjwp,0.1590909090909091,0.1590909090909091,Positive
15571,simple really covidvaccine httpstcotkhe95mlwi,0.1,0.1,Positive
15572,bidenharris covidvaccine covid the vaccine scientists are waiting until biden office save lives abou… httpstcos3gol7dvts,0.0,0.0,Neutral
15573,moncefslaoui heads operationwarpspeed the joint healthandhumanservicesdepartmentofdefense program spur… httpstcofi8pqbw4mq,0.0,0.0,Neutral
15574,aliyev exposed the hypocrisy called free media very well bbcstrictly azerbaycan libya egypt sirte un… httpstcoshz4tysccc,0.30000000000000004,0.30000000000000004,Positive
15575,covid vaccine serum institute’s head says india get million astra shots next month covidvaccine covid19… httpstcor0wolvpqiw,0.0,0.0,Neutral
15576,respect comes two unchangeable steps giving and receiving edmondmbiaka respect resist… httpstcoshjuloubj9,0.0,0.0,Neutral
15577,shameless big pharm exec sells off million stocks before covidvaccine announcement httpstcosrbjkvbxwz,0.0,0.0,Neutral
15578,xotrulyem yes yes yes its always been about controlgreed amp force get unnecessary covidvaccine for httpstco40pq1czz1s,-0.4,-0.4,Negative
15579,how does pfizer plan distributing their covidvaccine find out covidvaccine covidvaccinerace httpstcoitrpv0do0s,0.0,0.0,Neutral
15580,over tourism will back soon clean air wilderness and great hotel deals will soon thing the past aga… httpstcobcfmjo040u,0.22916666666666669,0.22916666666666669,Positive
15581,juddpdeere45 realdonaldtrump donaldjtrumpjr after you and your family takes the covidvaccine first wouldnt… httpstcoiqczqctonf,0.25,0.25,Positive
15582,europe expects covid19 vaccine distributed january covidvaccine covid19 httpstcovio2rmtzwf,0.0,0.0,Neutral
15583,tiffanydcross little ashford amp simpson that warp speed covidvaccine would not have passed the test ashfo… httpstcod0cxqhcbgk,-0.1875,-0.1875,Negative
15584,covid vaccine might provide just functional immunity—protecting people from the fullblown disease but not from httpstcocas2uuk0f1,0.0,0.0,Neutral
15585,publichealthnurses are experts emergencypreparedness covidvaccine massimmunization httpstconps3r26tj2,0.0,0.0,Neutral
15586,the flu vaccination isnt safe how can you trust fast tracked covidvaccine httpstco7soqts4rqf,0.35,0.35,Positive
15587,pfizer paying out billions patient injury claims there have been dozens pharmaceutical recalls over… httpstcosipkkyauhq,0.0,0.0,Neutral
15588,good story but worth noting that the vaccine was developed german couple turkish origin sabin and özle… httpstcov1l1vsijir,0.275,0.275,Positive
15589,the road coronavirus vaccine coronavirus vaccine tracker httpstcowiraakwtvz covidvaccine… httpstcokhawmkhyoz,0.0,0.0,Neutral
15590,legitimate concerns raised the lack sufficient cold chain facilities ensure the success covid19 vaccin… httpstconptwnzjjwc,-0.15,-0.15,Negative
15591,speakerpelosi reminder you invited ppl meet groups when trump banned travel from china the… httpstcotvk8li2pid,0.0,0.0,Neutral
15592,dear authackeray pls provide covidvaccine sputnikv which arrived india release covid recovered data tha… httpstco4qfkjvki8s,0.0,0.0,Neutral
15593,most interesting thread remotely monitoring and altering brain waves read the rest covidvaccine covid… httpstcoumzy8kfgn8,0.3,0.3,Positive
15594,betterdaysahead hope nurseontaskforce covidvaccine liverpoolcathedral shelter homeless writing this song… httpstco8xxbv8iwvn,0.0,0.0,Neutral
15595,reuters recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstco1zo8kfadtr,0.2556818181818182,0.2556818181818182,Positive
15596,cbsnews recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcoanodl2pymk,0.2556818181818182,0.2556818181818182,Positive
15597,was pro vaccine until recently also pro choice with vaccines and dont agree with the possibility not… httpstcoijudw4i3bq,0.0,0.0,Neutral
15598,take the covidvaccine httpstcodmlhjsxffo,0.0,0.0,Neutral
15599,abc recorded this original song during the coronavirus pandemic isolated recorded this song live lead gui… httpstcofqk9c0nd2v,0.2556818181818182,0.2556818181818182,Positive
15600,vaccine mark the beast markofthebeast covidvaccine vaccine covid19 covid19vaccine,0.0,0.0,Neutral
15601,the venn diagram trump supporters who keep shouting herd immunity and bragging how fast trump will have httpstcoqhefypuwmn,0.2,0.2,Positive
15602,johnis44 recorded this original song during the coronavirus pandemic isolated recorded this song live lea… httpstco46yoskdnmd,0.2556818181818182,0.2556818181818182,Positive
15603,collierfortexas recorded this original song during the coronavirus pandemic isolated recorded this song live… httpstcohw48as63xg,0.375,0.375,Positive
15604,ronsexsmith recorded this original song during the coronavirus pandemic isolated recorded this song live on… httpstcodxw10daa52,0.2556818181818182,0.2556818181818182,Positive
15605,covid19tracking recorded this original song during the coronavirus pandemic isolated recorded this song live… httpstconj7bmvdzac,0.375,0.375,Positive
15606,janisirwin recorded this original song during the coronavirus pandemic isolated recorded this song live httpstcogzfjkvqg8v,0.2556818181818182,0.2556818181818182,Positive
15607,michaelemann recorded this original song during the coronavirus pandemic isolated recorded this song live on… httpstcop824mw4ddu,0.2556818181818182,0.2556818181818182,Positive
15608,covid19tracking recorded this original song during the coronavirus pandemic isolated recorded this song live… httpstcofzpzmkhgpa,0.375,0.375,Positive
15609,eckerleisabella recorded this original song during the coronavirus pandemic isolated recorded this song live… httpstcoxxvejz55gn,0.375,0.375,Positive
15610,nytimes recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcoqotl9nlloh,0.2556818181818182,0.2556818181818182,Positive
15611,stevesilberman edyong209 recorded this original song during the coronavirus pandemic isolated recorded this… httpstco2aeenytb81,0.375,0.375,Positive
15612,freep recorded this original song during the coronavirus pandemic isolated recorded this song live lead httpstco9w0ucfqssp,0.2556818181818182,0.2556818181818182,Positive
15613,cbsnews recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcoifvgra8fvy,0.2556818181818182,0.2556818181818182,Positive
15614,light the end this tunnel covid19 covidvaccine lifeafterlockup httpstcouis9yxud9f,0.4,0.4,Positive
15615,bbcnews recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcosli7tufdvt,0.2556818181818182,0.2556818181818182,Positive
15616,abc recorded this original song during the coronavirus pandemic isolated recorded this song live lead gui… httpstcoqn4pbgfry6,0.2556818181818182,0.2556818181818182,Positive
15617,recorded this original song during the coronavirus pandemic isolated recorded this song live lead guit… httpstcoim0zq46ro9,0.2556818181818182,0.2556818181818182,Positive
15618,thehill recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcorneqtjbt09,0.2556818181818182,0.2556818181818182,Positive
15619,covid19tracking recorded this original song during the coronavirus pandemic isolated recorded this song live… httpstcoh9obdwxs1f,0.375,0.375,Positive
15620,cnn recorded this original song during the coronavirus pandemic isolated recorded this song live lead gui… httpstco7mpuibegqs,0.2556818181818182,0.2556818181818182,Positive
15621,ivankatrump realdonaldtrump recorded this original song during the coronavirus pandemic isolated recorded httpstcooxl11pgmvw,0.375,0.375,Positive
15622,danielsgoldman recorded this original song during the coronavirus pandemic isolated recorded this song live… httpstcowiuw77ledy,0.375,0.375,Positive
15623,waltshaub gsaemily usgsa recorded this original song during the coronavirus pandemic isolated recorded thi… httpstcosvko00zoyy,0.375,0.375,Positive
15624,youre antivax shouldnt you promask and youre antimask shouldnt you provax covidvaccine covid19colorado,0.0,0.0,Neutral
15625,piersmorgan dont know anyone who gets this respect peoples right choose you nazi drug pusher… httpstcolvg8yjkshe,0.2857142857142857,0.2857142857142857,Positive
15626,not getting the covid vaccine because will most likely have microchip will not vaccinated covid19 covidvaccine,0.25,0.25,Positive
15627,education important mckay covidiots covid19 covid19 covidvaccine httpstcowry9uq28fk,0.4,0.4,Positive
15628,lbc you should definitely eat the beef sorry have the covidvaccine httpstconcvrnusvof,-0.25,-0.25,Negative
15629,⁦michaelyeadon3⁩ the twitterati would benefit from your wisdom this bullish assertion about the proposed… httpstcocv0ergywtf,0.0,0.0,Neutral
15630,covid trumpislosing presidentelectjoe stimulus covidvaccine transition46 which,0.0,0.0,Neutral
15631,saturday november the state california went over the million mark coronavirus cases they are rep… httpstcokaja4hgkfx,0.0,0.0,Neutral
15632,covid vaccine first vaccine offers protection covid19 covidvaccine httpstcooezslrrxhr,0.175,0.175,Positive
15633,eyeopener covid19911coronaviruscovidvaccineevent201darkwinterpandemiepandemic httpstcorccb4hdqjd,0.0,0.0,Neutral
15634,two weeks thats all imagine how many lives would saved everyone followed the rules for two weeks it… httpstcogvn0ukhgsc,0.5,0.5,Positive
15635,are you guys taking the vaccine covid covid19 covidvaccine coronavirus,0.0,0.0,Neutral
15636,genuine question when this covidvaccine rolled out the most vulnerable will all able stop antis… httpstcoasekqnxkmu,0.225,0.225,Positive
15637,badfoxgraphics grogsgamut besslevin relax the time the covidvaccine available trump won’t have any say httpstcozidifsw47k,0.4,0.4,Positive
15638,thought russia had vaccine coronaviruspandemic covidvaccine httpstconri91uhcu4,0.0,0.0,Neutral
15639,was undeniably the trump administration’s operation warpspeed that accelerated the development this new pfiz… httpstcoaoqdikacbq,0.13636363636363635,0.13636363636363635,Positive
15640,time recorded this original song during the coronavirus pandemic isolated recorded this song live lead gu… httpstcogwpcjdg0is,0.2556818181818182,0.2556818181818182,Positive
15641,drtomfrieden recorded this original song during the coronavirus pandemic isolated recorded this song live on… httpstco2971tazype,0.2556818181818182,0.2556818181818182,Positive
15642,swingleft recorded this original song during the coronavirus pandemic isolated recorded this song live le… httpstcofrlcylzf4x,0.2556818181818182,0.2556818181818182,Positive
15643,reuters recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcotecfygp8sf,0.2556818181818182,0.2556818181818182,Positive
15644,reuters recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstco75ebqmjiwt,0.2556818181818182,0.2556818181818182,Positive
15645,nbcnews recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcocs6x1vy3is,0.2556818181818182,0.2556818181818182,Positive
15646,repsforbiden recorded this original song during the coronavirus pandemic isolated recorded this song live on… httpstco40ik8q78eq,0.2556818181818182,0.2556818181818182,Positive
15647,cleavonmd recorded this original song during the coronavirus pandemic isolated recorded this song live httpstcou4hocvvjri,0.2556818181818182,0.2556818181818182,Positive
15648,time recorded this original song during the coronavirus pandemic isolated recorded this song live lead gu… httpstco3hazbba7wt,0.2556818181818182,0.2556818181818182,Positive
15649,covidvaccine compared late summer has your wish get vaccinated for covid19 increased decreased stayed the same,-0.2333333333333333,-0.2333333333333333,Negative
15650,drdenagrayson recorded this original song during the coronavirus pandemic isolated recorded this song live httpstco1egyaa3j8j,0.2556818181818182,0.2556818181818182,Positive
15651,npr recorded this original song during the coronavirus pandemic isolated recorded this song live lead gui… httpstcov79tfadnld,0.2556818181818182,0.2556818181818182,Positive
15652,cbsnews recorded this original song during the coronavirus pandemic isolated recorded this song live lead… httpstcovoapuslpx6,0.2556818181818182,0.2556818181818182,Positive
15653,recordingacad recorded this original song during the coronavirus pandemic isolated recorded this song live httpstcofsxvoldlln,0.2556818181818182,0.2556818181818182,Positive
15654,imagine taking vaccine that’s effective for virus that has survival rate covidvaccine covidー19… httpstcoh0b3i4wjii,0.6,0.6,Positive
15655,who pulling your strings boris stop this covidfraud stop this unnecessary covidvaccine wake people your… httpstco599xftgvj5,-0.4,-0.4,Negative
15656,“covid19 explained what does percent efficacy mean for the vaccine” via newshub httpstcou1yb6jphlq httpstco9ujayvu1vl,-0.3125,-0.3125,Negative
15657,was there not long ago beautiful country beautiful people fight covidvaccine httpstcoq5gpa8yj7h,0.5750000000000001,0.5750000000000001,Positive
15658,realdonaldtrump nygovcuomo trump administration produced vaccine thought pfizer did covidvaccine trumpmeltdown2020,0.0,0.0,Neutral
15659,hey realdonaldtrump you have date with the southern district new york cant wait fdt2020… httpstcod96zdvjekt,0.06818181818181818,0.06818181818181818,Positive
15660,you can honor their support joebiden amp kamalaharris giving navajo people priority receive covidvaccine… httpstcoszm4cofaq1,0.0,0.0,Neutral
15661,street activism and street preaching the gospel are the duty those people called the most high watchman… httpstco3mae6fzmta,0.33,0.33,Positive
15662,real men arent afraid wear masks covid19 covid covidvaccine httpstconysc8gdfop,-0.19999999999999998,-0.19999999999999998,Negative
15663,and covidvaccine might comingbut when will you actually able get realistically will you the… httpstcoukmxpyyoni,0.5,0.5,Positive
15664,davenewworld2 how about report covid ppe supply why sciencematters covidvaccine,0.0,0.0,Neutral
15665,how everyone feeling about the vaccine had been passed under warp speed had been one the tories httpstcoj8cjtkdav8,0.0,0.0,Neutral
15666,unless you fall into highrisk group are healthcare worker you should probably expect that you might abl… httpstcor3tbmg96my,0.0,0.0,Neutral
15667,fake medicine magamillionmarch wwg1wwa covidvaccine coronavirus fakenews,-0.5,-0.5,Negative
15668,jimcorrsays rowanwcroft traceyomahony81 deewall77749076 leovaradkar donnellystephen mlmcnamaratd hselive… httpstco36hloibohq,0.0,0.0,Neutral
15669,soon pfizer produce the vaccine i’ll pushing the supermarket cart with mouth covidvaccine httpstcovom0t1jmus,0.0,0.0,Neutral
15670,imisschurch covid19sa covidvaccine please come httpstcotq160vnztr,0.0,0.0,Neutral
15671,youd like learn more considered for the azd1222 covid19 vaccine clinical trial please reach out… httpstcoftcuadapov,0.5,0.5,Positive
15672,more covidvaccine news please,0.5,0.5,Positive
15673,clarahealth agree with vaccine adherence globally sarscov2 novel virus and presents unique hurdles and… httpstcolq08cqhfrm,0.1875,0.1875,Positive
15674,scientists examine the most accurate image covid19 virus yet uklockdown covidvaccine covidalert… httpstcoijuqeek1tv,0.45000000000000007,0.45000000000000007,Positive
15675,day days remain realdonaldtrump now threatens deny some states access the covidvaccine lets guess newyork,0.0,0.0,Neutral
15676,thought was pfizer who developed the vaccine bad covidvaccine trumpjokes httpstconcwouac001,-0.29999999999999993,-0.29999999999999993,Negative
15677,vaccine the rescue first have make through winter experts warn” nbc httpstcodmypii3xw2 httpstco4rr7qhd3z3,0.25,0.25,Positive
15678,vaccine believer and got fluvaccine last month approved covidvaccine was available tomorrow httpstcoaeo73hky0r,0.2,0.2,Positive
15679,“having familiarity with felt comfortable volunteering for understand the risk and benefits what httpstcohibil2st60,0.4,0.4,Positive
15680,when covidvaccine available its going the highest bidder you know somebody,0.4,0.4,Positive
15681,yvettedoc50 teamgp kentlmc gpdiarist gprimarycaredoc jbagpuss drkasaraneni michelledrage last week was httpstcoqfnwhspnap,0.0,0.0,Neutral
15682,about covid vaccines are the different stages developments india covidvaccine chinesevirus… httpstcou6bo5tu32n,0.0,0.0,Neutral
15683,the two billionaires live with their teenage daughter modest apartment near their office they ride bicycles… httpstcogwcceirwjc,0.08409090909090909,0.08409090909090909,Positive
15684,friends the twitter war has begun vaccine covid19 covidvaccine httpstco33riyax7pm,0.0,0.0,Neutral
15685,bneeditor excellent article about russias efforts garantee important share the anticovid vaccines httpstcocj7ztaetub,0.7,0.7,Positive
15686,thread dont chase sweden herdimmunity strategy without vaccine covid19 covid coronavirus covid19… httpstcoemr8kinmml,0.0,0.0,Neutral
15687,r4s profile tonight was the couple who are one the cocreators the covidvaccine httpstcolq2a4k5mfq httpstcodbbtnowv0t,0.0,0.0,Neutral
15688,realdonaldtrump nygovcuomo liar the trump administration did not develop the vaccine pfizer developed co… httpstcopecccawlun,0.1,0.1,Positive
15689,chrismattmann patient with the pharmacy teams your local pharmacies this will almost certainly stres… httpstcorf5kugfdzb,0.10714285714285714,0.10714285714285714,Positive
15690,germany funded the development pfizer’s covid vaccine—not us’s operationwarpspeed httpstcouutnfbzpp5 covidvaccine,0.0,0.0,Neutral
15691,realdonaldtrump immediately april trumpisanidiot covid trumpispathetic trumphadnothingtodowithvaccine vaccine covidvaccine,0.0,0.0,Neutral
15692,epidemiologists have been saying this since march yet only now are this inept govt catching take supplements httpstcoponvpq3emb,0.3,0.3,Positive
15693,not big fan sharks but when already endangered species like the hammerhead being killed for squalene sh… httpstcoqdlxwo8foi,-0.1,-0.1,Negative
15694,dont expect coronavirus vaccine before december experts caution what could take deliver covid19 vaccin… httpstco7cxau5vmuu,0.0,0.0,Neutral
15695,found great ornament for the christmas tree for the covid19 virus christmas ornament… httpstcoy5aik6nxxm,0.8,0.8,Positive
15696,who will make the first effective vaccine against covid19 northamerican covidvaccine vaccineswork usa… httpstcoj7dvo1e7kj,0.425,0.425,Positive
15697,andybiotech also first exosomebased mrna covidvaccine has successfully gone through animal studies and primed for ph1 capr,0.5,0.5,Positive
15698,cnn nbcnews abc msnbc need show covidー19 images like the vietnam war and horrific photos from wwii talking… httpstcodyyrcnmutd,-1.0,-1.0,Negative
15699,why does tin foil hat twitter assume their lives are interesting enough warrant government surveillance via va… httpstcohjxccwzffy,0.25,0.25,Positive
15700,covidー19 covid19 the covidvaccine that was recently touted pfizer being game changer probably wont be… httpstcoznzgeogbmh,-0.2,-0.2,Negative
15701,thank you jbikeski covid19 covidvaccine pfizer pfizerproud pfe pfe mrna azn jnj sny nvax httpstco9itvzvukdh,0.0,0.0,Neutral
15702,covidvaccine requires super cold storage cuomo lets delivery sit hes throwing vaccines the trash trump… httpstco1db216e1fj,-0.13333333333333333,-0.13333333333333333,Negative
15703,how covid19 vaccine could change travel for good httpstcok5sqq0tbze covidvaccine covid19 covid19 aviation airtravel tourism,0.7,0.7,Positive
15704,who can disagree with this statement covid19 covidvaccine httpstcovb65tiltso,0.0,0.0,Neutral
15705,many people have lost faith the trackandtrace3 app because its constant failures wonder the lack httpstcoqtwrvg9loe,0.25,0.25,Positive
15706,because there evidence whatsoever that covid19 discriminates based race and plenty that old people and ca… httpstco31h7lpwugz,0.1,0.1,Positive
15707,would stay president believe according the ruleoflaw realdonaldtrump will stay the whitehouse httpstcogndg0xmcmc,0.0,0.0,Neutral
15708,sick idiots who only glance headlines believing the nonsense about miracle vaccineread the news reportsit… httpstcosyz1e29g2q,-0.5047619047619047,-0.5047619047619047,Negative
15709,people typing that covid19 conspiracy amp the covidvaccine just ploy put chips all amp track al… httpstcozaqwalqf3o,0.0,0.0,Neutral
15710,lbc davidlammy does everything come down race for davidlammy david really should find peace and live httpstcofv1y48jyld,0.06026936026936026,0.06026936026936026,Positive
15711,excited see science news piece about covid19 human challenge trials published varsityuk httpstcokmtebtfiuv,0.1875,0.1875,Positive
15712,covidvaccine dont care what anyone says not taking the supposed safe covid19 vaccine,0.5,0.5,Positive
15713,this one the best pieces scicomm ive seen while especially important help foster trust around… httpstcoqdh2wx6icb,0.9,0.9,Positive
15714,hold the line patriots the world waking retweet fast before bâņńəđ amp the video gone covidvaccine… httpstco8nmol8fpxy,0.2,0.2,Positive
15715,state and local governments are billions dollars short what would needed make covidvaccine available… httpstcolu7jxm5xim,0.0,0.0,Neutral
15716,vaccine requires super cold refrigeration unless cuomo distributes use right away would jeopardizing their… httpstcow5lsfsednd,0.006349206349206345,0.006349206349206345,Positive
15717,new yorks governor and president want play games with the vaccine while people die politicsasusual covidvaccine,0.13636363636363635,0.13636363636363635,Positive
15718,operation warp speed the only way the fda could have approved vaccine under year warp speed lifted the httpstcoszmhy2e56t,0.0,0.0,Neutral
15719,question new covid vaccine needs continuously stored very cold temps freezers etc—how does reac… httpstcoawu2pc5hsy,-0.32181818181818184,-0.32181818181818184,Negative
15720,realdonaldtrump nygovcuomo the scientists doctors nurses pharmacists physicianassistants midwives chemists… httpstcohltagon2fw,0.0,0.0,Neutral
15721,david lammy wondered why bame communities are not included the uks covid19 vaccine priority list despite being… httpstcokqf8frzuxd,0.0,0.0,Neutral
15722,company develops covidvaccine should they have exclusive rights how forprofit company balance… httpstco4fuq4tkrth,0.0,0.0,Neutral
15723,realdonaldtrump nygovcuomo the pfizer covidvaccine had nothing with the trump administration pfizer took… httpstcokrd5f1tptj,0.0,0.0,Neutral
15724,the top covid19 vaccines the confirmed number doses ordered httpstco7nco1rvsvx coronavirus covid19… httpstcoaig4qf6q9j,0.45,0.45,Positive
15725,srne next week good things coming wearamask covidvaccine covid fda cdc,0.35,0.35,Positive
15726,best pulse oximeter india for home use how measure pulse rate oxygen level covid19… httpstcofusj8biv8a,1.0,1.0,Positive
15727,there have been reports very promising first round testing for covidvaccine and there may one ready… httpstco6nnlz5pvkl,0.10333333333333333,0.10333333333333333,Positive
15728,great thread finnegag about communication around the covidvaccine httpstcopkv1g921zb,0.8,0.8,Positive
15729,thats strange thought was pfizer and biontech germany that produced the covidvaccine didnt realise it… httpstcogs4koifpyi,-0.05,-0.05,Negative
15730,thank you pfizer for coming with covid vaccine that effective and not taking any government money… httpstcoxruolabzl5,0.6,0.6,Positive
